Código Seção	Descrição Seção	Código Subclasse	Descrição Subclasse
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2920401	Fabricação de caminhões e ônibus
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2920402	Fabricação de motores para caminhões e ônibus
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2930101	Fabricação de cabines, carrocerias e reboques para caminhões
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2930102	Fabricação de carrocerias para ônibus
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2930103	Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2941700	Fabricação de peças e acessórios para o sistema motor de veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2942500	Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2943300	Fabricação de peças e acessórios para o sistema de freios de veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2944100	Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2945000	Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2949201	Fabricação de bancos e estofados para veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2949299	Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2950600	Recondicionamento e recuperação de motores para veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3011301	Construção de embarcações de grande porte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3011302	Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3012100	Construção de embarcações para esporte e lazer
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3031800	Fabricação de locomotivas, vagões e outros materiais rodantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3032600	Fabricação de peças e acessórios para veículos ferroviários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3041500	Fabricação de aeronaves
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3042300	Fabricação de turbinas, motores e outros componentes e peças para aeronaves
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3050400	Fabricação de veículos militares de combate
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3091100	Fabricação de motocicletas, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3092000	Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3099700	Fabricação de equipamentos de transporte não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3101200	Fabricação de móveis com predominância de madeira
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3102100	Fabricação de móveis com predominância de metal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3103900	Fabricação de móveis de outros materiais, exceto madeira e metal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3104700	Fabricação de colchões
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3211601	Lapidação de gemas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3211602	Fabricação de artefatos de joalheria e ourivesaria
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3211603	Cunhagem de moedas e medalhas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3212400	Fabricação de bijuterias e artefatos semelhantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3220500	Fabricação de instrumentos musicais, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3230200	Fabricação de artefatos para pesca e esporte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3240001	Fabricação de jogos eletrônicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3240002	Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3240003	Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3240099	Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250701	Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250702	Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250703	Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250704	Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250705	Fabricação de materiais para medicina e odontologia
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250706	Serviços de prótese dentária
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250707	Fabricação de artigos ópticos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3250708	Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3291400	Fabricação de escovas, pincéis e vassouras
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3292201	Fabricação de roupas de proteção e segurança e resistentes a fogo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3292202	Fabricação de equipamentos e acessórios para segurança pessoal e profissional
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299001	Fabricação de guarda-chuvas e similares
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299002	Fabricação de canetas, lápis e outros artigos para escritório
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299003	Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299004	Fabricação de painéis e letreiros luminosos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299005	Fabricação de aviamentos para costura
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3299099	Fabricação de produtos diversos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3311200	Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3312101	Manutenção e reparação de equipamentos transmissores de comunicação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3312102	Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3312103	Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3312104	Manutenção e reparação de equipamentos e instrumentos ópticos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3313902	Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3313999	Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314701	Manutenção e reparação de máquinas motrizes não-elétricas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314702	Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314703	Manutenção e reparação de válvulas industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314704	Manutenção e reparação de compressores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314705	Manutenção e reparação de equipamentos de transmissão para fins industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314706	Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314707	Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314708	Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314709	Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314710	Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314711	Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314712	Manutenção e reparação de tratores agrícolas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314713	Manutenção e reparação de máquinas-ferramenta
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314714	Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314715	Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314716	Manutenção e reparação de tratores, exceto agrícolas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314717	Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314718	Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314719	Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314720	Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314721	Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314722	Manutenção e reparação de máquinas e aparelhos para a indústria do plástico
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3314799	Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3315500	Manutenção e reparação de veículos ferroviários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3316301	Manutenção e reparação de aeronaves, exceto a manutenção na pista
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3316302	Manutenção de aeronaves na pista
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3317101	Manutenção e reparação de embarcações e estruturas flutuantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3317102	Manutenção e reparação de embarcações para esporte e lazer
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3319800	Manutenção e reparação de equipamentos e produtos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3321000	Instalação de máquinas e equipamentos industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3329501	Serviços de montagem de móveis de qualquer material
C	INDÚSTRIAS DE TRANSFORMAÇÃO	3329599	Instalação de outros equipamentos não especificados anteriormente
D	ELETRICIDADE E GÁS	3511500	Geração de energia elétrica
D	ELETRICIDADE E GÁS	3512300	Transmissão de energia elétrica
D	ELETRICIDADE E GÁS	3513100	Comércio atacadista de energia elétrica
D	ELETRICIDADE E GÁS	3514000	Distribuição de energia elétrica
D	ELETRICIDADE E GÁS	3520401	Produção de gás
D	ELETRICIDADE E GÁS	3520402	Distribuição de combustíveis gasosos por redes urbanas
D	ELETRICIDADE E GÁS	3530100	Produção e distribuição de vapor, água quente e ar condicionado
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3600601	Captação, tratamento e distribuição de água
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3600602	Distribuição de água por caminhões
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3701100	Gestão de redes de esgoto
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3702900	Atividades relacionadas a esgoto, exceto a gestão de redes
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3811400	Coleta de resíduos não-perigosos
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3812200	Coleta de resíduos perigosos
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3821100	Tratamento e disposição de resíduos não-perigosos
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3822000	Tratamento e disposição de resíduos perigosos
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3831901	Recuperação de sucatas de alumínio
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3831999	Recuperação de materiais metálicos, exceto alumínio
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3832700	Recuperação de materiais plásticos
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3839401	Usinas de compostagem
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3839499	Recuperação de materiais não especificados anteriormente
E	ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO	3900500	Descontaminação e outros serviços de gestão de resíduos
F	CONSTRUÇÃO	4110700	Incorporação de empreendimentos imobiliários
F	CONSTRUÇÃO	4120400	Construção de edifícios
F	CONSTRUÇÃO	4211101	Construção de rodovias e ferrovias
F	CONSTRUÇÃO	4211102	Pintura para sinalização em pistas rodoviárias e aeroportos
F	CONSTRUÇÃO	4212000	Construção de obras-de-arte especiais
F	CONSTRUÇÃO	4213800	Obras de urbanização - ruas, praças e calçadas
F	CONSTRUÇÃO	4221901	Construção de barragens e represas para geração de energia elétrica
F	CONSTRUÇÃO	4221902	Construção de estações e redes de distribuição de energia elétrica
F	CONSTRUÇÃO	4221903	Manutenção de redes de distribuição de energia elétrica
F	CONSTRUÇÃO	4221904	Construção de estações e redes de telecomunicações
F	CONSTRUÇÃO	4221905	Manutenção de estações e redes de telecomunicações
F	CONSTRUÇÃO	4222701	Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação
F	CONSTRUÇÃO	4222702	Obras de irrigação
F	CONSTRUÇÃO	4223500	Construção de redes de transportes por dutos, exceto para água e esgoto
F	CONSTRUÇÃO	4291000	Obras portuárias, marítimas e fluviais
F	CONSTRUÇÃO	4292801	Montagem de estruturas metálicas
F	CONSTRUÇÃO	4292802	Obras de montagem industrial
F	CONSTRUÇÃO	4299501	Construção de instalações esportivas e recreativas
F	CONSTRUÇÃO	4299599	Outras obras de engenharia civil não especificadas anteriormente
F	CONSTRUÇÃO	4311801	Demolição de edifícios e outras estruturas
F	CONSTRUÇÃO	4311802	Preparação de canteiro e limpeza de terreno
F	CONSTRUÇÃO	4312600	Perfurações e sondagens
F	CONSTRUÇÃO	4313400	Obras de terraplenagem
F	CONSTRUÇÃO	4319300	Serviços de preparação do terreno não especificados anteriormente
F	CONSTRUÇÃO	4321500	Instalação e manutenção elétrica
F	CONSTRUÇÃO	4322301	Instalações hidráulicas, sanitárias e de gás
F	CONSTRUÇÃO	4322302	Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração
F	CONSTRUÇÃO	4322303	Instalações de sistema de prevenção contra incêndio
F	CONSTRUÇÃO	4329101	Instalação de painéis publicitários
F	CONSTRUÇÃO	4329102	Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre
F	CONSTRUÇÃO	4329103	Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria
F	CONSTRUÇÃO	4329104	Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos
F	CONSTRUÇÃO	4329105	Tratamentos térmicos, acústicos ou de vibração
F	CONSTRUÇÃO	4329199	Outras obras de instalações em construções não especificadas anteriormente
F	CONSTRUÇÃO	4330401	Impermeabilização em obras de engenharia civil
F	CONSTRUÇÃO	4330402	Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material
F	CONSTRUÇÃO	4330403	Obras de acabamento em gesso e estuque
F	CONSTRUÇÃO	4330404	Serviços de pintura de edifícios em geral
F	CONSTRUÇÃO	4330405	Aplicação de revestimentos e de resinas em interiores e exteriores
F	CONSTRUÇÃO	4330499	Outras obras de acabamento da construção
F	CONSTRUÇÃO	4391600	Obras de fundações
F	CONSTRUÇÃO	4399101	Administração de obras
F	CONSTRUÇÃO	4399102	Montagem e desmontagem de andaimes e outras estruturas temporárias
F	CONSTRUÇÃO	4399103	Obras de alvenaria
F	CONSTRUÇÃO	4399104	Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras
F	CONSTRUÇÃO	4399105	Perfuração e construção de poços de água
F	CONSTRUÇÃO	4399199	Serviços especializados para construção não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511101	Comércio a varejo de automóveis, camionetas e utilitários novos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511102	Comércio a varejo de automóveis, camionetas e utilitários usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511103	Comércio por atacado de automóveis, camionetas e utilitários novos e usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511104	Comércio por atacado de caminhões novos e usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511105	Comércio por atacado de reboques e semi-reboques novos e usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4511106	Comércio por atacado de ônibus e microônibus novos e usados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4512901	Representantes comerciais e agentes do comércio de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4512902	Comércio sob consignação de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520001	Serviços de manutenção e reparação mecânica de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520002	Serviços de lanternagem ou funilaria e pintura de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520003	Serviços de manutenção e reparação elétrica de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520004	Serviços de alinhamento e balanceamento de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520005	Serviços de lavagem, lubrificação e polimento de veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520006	Serviços de borracharia para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4520007	Serviços de instalação, manutenção e reparação de acessórios para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530701	Comércio por atacado de peças e acessórios novos para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530702	Comércio por atacado de pneumáticos e câmaras-de-ar
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530703	Comércio a varejo de peças e acessórios novos para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530704	Comércio a varejo de peças e acessórios usados para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530705	Comércio a varejo de pneumáticos e câmaras-de-ar
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4530706	Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4541201	Comércio por atacado de motocicletas e motonetas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4541202	Comércio por atacado de peças e acessórios para motocicletas e motonetas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4541203	Comércio a varejo de motocicletas e motonetas novas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4541204	Comércio a varejo de motocicletas e motonetas usadas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4541205	Comércio a varejo de peças e acessórios para motocicletas e motonetas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4542101	Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4542102	Comércio sob consignação de motocicletas e motonetas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4543900	Manutenção e reparação de motocicletas e motonetas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4611700	Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4612500	Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4613300	Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4614100	Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4615000	Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4616800	Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4617600	Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4618401	Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4618402	Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4618403	Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4618499	Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4619200	Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4621400	Comércio atacadista de café em grão
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4622200	Comércio atacadista de soja
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623101	Comércio atacadista de animais vivos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623102	Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623103	Comércio atacadista de algodão
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623104	Comércio atacadista de fumo em folha não beneficiado
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623105	Comércio atacadista de cacau
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623106	Comércio atacadista de sementes, flores, plantas e gramas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623107	Comércio atacadista de sisal
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623108	Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623109	Comércio atacadista de alimentos para animais
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4623199	Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4631100	Comércio atacadista de leite e laticínios
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4632001	Comércio atacadista de cereais e leguminosas beneficiados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4632002	Comércio atacadista de farinhas, amidos e féculas
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4632003	Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4633801	Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4633802	Comércio atacadista de aves vivas e ovos
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4633803	Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4634601	Comércio atacadista de carnes bovinas e suínas e derivados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4634602	Comércio atacadista de aves abatidas e derivados
G	COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS	4634603	Comércio atacadista de pescados e frutos do mar
